chromosome	start	end	gene	log2	cn	depth	probes	weight	sem	ci_lo	ci_hi	pi_lo	pi_hi
chr1	248512137	248534697	OR2G6	-0.566513	1	30.6711	28	19.4628	0.0984092	-0.753303	-0.372326	-1.26505	0.357024
chr1	248534697	248553732	-	-0.028714	2	40.3134	24	19.9028	0.05706	-0.162528	0.111519	-0.528638	0.457859
chr1	248553732	248944306	OR2T5,OR2T34,OR2T10,OR2T11,OR2T35,OR2T27,OR14I1,LYPD9P,LYPD8,SH3BP5L,ZNF672,ZNF692,PGBD2	0.152495	2	43.8867	509	441.471	0.0119125	0.130802	0.172519	-0.442283	0.612372
chr2	10000	193299	FAM110C	-0.00959037	2	36.1287	246	215.722	0.0178328	-0.0388104	0.0211449	-0.627517	0.471145
chr2	193299	1522224	SH3YL1,ACP1,ALKAL2,LINC01865,LINC01874,LOC100996637,LINC01875,LOC105373352,TMEM18,LINC01115,LINC01939,SNTG2-AS1,SNTG2,TPO	0.0779859	2	37.2717	1782	1537.68	0.00725204	0.064161	0.0954666	-0.541925	0.662962
chr2	1522224	1538439	TPO	-0.743084	1	18.2406	20	14.9303	0.0523294	-0.852872	-0.662854	-1.11254	-0.430646
chr2	1538439	3191664	TPO,LOC102723730,PXDN,MYT1L,LINC01250,EIPR1	-0.0025795	2	34.4087	2239	1896.29	0.00645871	-0.0145017	0.0069811	-0.625405	0.577366
chr2	3191664	3660489	EIPR1,TRAPPC12,ADI1,RNASEH1,RNASEH1-AS1,RPS7,COLEC11,ALLC	0.149227	2	40.486	645	566.161	0.0117104	0.12898	0.171707	-0.428727	0.761697
chr2	3660489	6750504	ALLC,DCDC2C,LINC01304,LOC105373394,LINC01249,LINC01248,SOX11,LINC01810,SILC1,LOC400940,LINC01247,LINC01246,MIR7515HG,LINC00487	-0.0066063	2	36.7645	4058	3588.54	0.00408053	-0.0141801	0.00171172	-0.586642	0.488152
chr2	6750504	7047309	LINC00487,NRIR,CMPK2,RSAD2,GRASLND,RNF144A	0.120903	2	37.7041	406	352.389	0.0140943	0.099325	0.141448	-0.434333	0.716119
chr2	7047309	7903884	RNF144A,LOC101929452,LOC100506274,LOC101929551	-0.0203744	2	35.4154	1159	1026.88	0.00763575	-0.0333239	-0.00453083	-0.555326	0.456918
chr2	7903884	13031349	LINC00298,LINC00299,LINC01814,ID2-AS1,ID2,KIDINS220,MBOAT2,ASAP2,ITGB1BP1,CPSF3,IAH1,ADAM17,YWHAQ,TAF1B,GRHL1,LOC101929882,KLF11,CYS1,CYS1,RRM2,HPCAL1,ODC1,ODC1-DT,NOL10,RN7SL832P,ATP6V1C2,PDIA6,LINC01954,KCNF1,FLJ33534,C2orf50,SLC66A3,ROCK2,LINC00570,E2F6,GREB1,NTSR2,LPIN1,MIR4262,MIR3681HG,TRIB2,LOC100506474	0.0676282	2	38.9598	7004	6055.35	0.00339483	0.0614135	0.0740787	-0.521645	0.620223
chr2	13032759	14524539	LINC00276	-0.0278192	2	40.1435	1779	1618.62	0.00551808	-0.0373929	-0.0195922	-0.571515	0.371751
chr2	14524539	16787589	LRATD1,NBAS,DDX1,LINC01804,MYCNUT,MYCNOS,MYCN,GACAT3,CYRIA,CYRIA,-	0.0673001	2	39.2529	3040	2707.56	0.0047392	0.0590782	0.0763106	-0.476158	0.566827
chr2	16787589	17146434	-	-0.0217451	2	38.5295	463	425.071	0.0105653	-0.0412079	-0.00246534	-0.528225	0.3755
chr2	17146434	21810714	RAD51AP2,VSNL1,SMC6,GEN1,MSGN1,KCNS3,NT5C1B-RDH14,LINC01376,MIR4757,OSR1,LINC00954,TTC32,WDR35,LOC101928222,MATN3,LAPTM4A,LAPTM4A,SDC1,PUM2,PUM2,RHOB,LOC107985856,HS1BP3-IT1,HS1BP3,GDF7,LDAH,APOB,TDRD15,LINC01822	0.0851579	2	40.5317	6107	5403.61	0.00326764	0.0799156	0.0894955	-0.462317	0.59547
chr2	21810714	23330694	LINC01884	-0.0353005	2	36.5652	1967	1749.15	0.00536397	-0.042991	-0.0263887	-0.554869	0.40579
chr2	23330694	23708574	KLHL29	0.109173	2	36.9419	527	456.008	0.012294	0.082857	0.134569	-0.468909	0.66698
chr2	23708574	24870414	KLHL29,ATAD2B,UBXN2A,MFSD2B,WDCP,FKBP1B,SF3B6,FAM228B,FAM228A,ITSN2,NCOA1,PTRHD1,CENPO,ADCY3	-0.0133735	2	41.5816	1537	1293.75	0.00629462	-0.0241781	-0.00253469	-0.535824	0.449161
chr2	24870414	24883104	ADCY3	0.496969	3	56.8935	18	14.1348	0.0528811	0.409317	0.580359	0.116365	0.954545
chr2	24883104	25227144	ADCY3,DNAJC27,DNAJC27-AS1,EFR3B,POMC,LINC01381	-0.0824582	2	36.0012	480	401.476	0.0138002	-0.106797	-0.0528157	-0.645663	0.50177
chr2	25227144	25268739	DNMT3A	0.212195	3	41.8245	58	47.9757	0.0404665	0.155249	0.282862	-0.424756	0.836264
chr2	25268739	25638864	DNMT3A,DTNB	-0.000793276	2	39.8497	511	436.469	0.0116768	-0.0192592	0.0259407	-0.517987	0.476644
chr2	25638864	25681869	DTNB	0.167038	2	47.5172	58	47.3955	0.0285756	0.121572	0.210254	-0.257317	0.609604
chr2	25681869	26233884	ASXL2,KIF3C,KIF3C,RAB10,GAREM2,HADHA	-0.112186	2	37.7553	764	627.492	0.0104276	-0.127815	-0.093898	-0.712993	0.422032
chr2	26233884	26319189	HADHA,HADHB,ADGRF3	0.169923	2	47.3653	118	95.6454	0.0225678	0.121632	0.204942	-0.274499	0.611137
chr2	26319189	26604009	ADGRF3,SELENOI,DRC1,OTOF,FAM166C,CIB4	-0.0019358	2	37.0326	398	332.782	0.0135494	-0.0283515	0.0255494	-0.482195	0.567812
chr2	26604009	26790129	CIB4,KCNK3,SLC35F6,CENPA	0.134405	2	41.0799	260	222.315	0.0179043	0.10209	0.168993	-0.407087	0.738762
chr2	26790129	26940999	CENPA,DPYSL5	-0.141739	2	33.2846	210	173.726	0.022035	-0.175306	-0.0982601	-0.693743	0.457299
chr2	26940999	27236394	DPYSL5,MAPRE3,TMEM214,AGBL5-AS1,AGBL5,OST4,EMILIN1,KHK,CGREF1,ABHD1,PREB,PRR30,TCF23,SLC5A6,ATRAID,CAD	0.109294	2	40.9791	408	335.635	0.0141001	0.0825548	0.139424	-0.449173	0.616487
chr2	27236394	27354834	CAD,SLC30A3,DNAJC5G,TRIM54,UCN,MPV17,GTF3C2	-0.116753	2	34.2248	163	131.558	0.0244171	-0.169095	-0.0731823	-0.740273	0.395564
chr2	27354834	27504999	GTF3C2,EIF2B4,SNX17,ZNF513,PPM1G,NRBP1,KRTCAP3,IFT172,FNDC4,GCKR	0.041664	2	40.6688	203	159.959	0.0199781	0.00170504	0.0766444	-0.548359	0.543162
chr2	27504999	27564219	GCKR	-0.251472	1	34.5665	80	65.3235	0.0290017	-0.302041	-0.215777	-0.703026	0.296709
chr2	27564219	28458159	C2orf16,ZNF512,CCDC121,GPN1,SUPT7L,SLC4A1AP,LINC01460,LOC105374378,MRPL33,RBKS,BABAM2,BABAM2,FLJ31356,FOSL2	0.0483656	2	40.5313	1232	1075.34	0.00743313	0.0377412	0.0604181	-0.475878	0.523959
chr2	28458159	28560384	PLB1	-0.0349432	2	35.3212	144	126.159	0.0228821	-0.0736711	0.00800557	-0.536073	0.530932
chr2	28560384	29144124	PLB1,LOC100505774,LOC100505774,PPP1CB,SPDYA,TRMT61B,WDR43,TOGARAM2,PCARE,CLIP4	0.122663	2	44.3022	802	666.218	0.0097006	0.102739	0.141099	-0.440696	0.619416
chr2	29144124	30126894	CLIP4,ALK	-0.0527566	2	33.1979	1351	1122.99	0.00689442	-0.0637814	-0.0398761	-0.641437	0.396205
chr2	30126894	30284814	YPEL5,SNORA10B,LBH	0.127668	2	39.4679	220	194.099	0.0155988	0.0957044	0.157529	-0.291037	0.584536
chr2	30284814	31215414	LINC01936,LCLAT1,CAPN13,GALNT14,CAPN14	-0.0171478	2	34.6942	1251	1053.49	0.00732918	-0.0311173	-0.00601815	-0.552264	0.48732
chr2	31215414	31433964	CAPN14,EHD3,XDH	0.123045	2	39.6752	306	271.103	0.0139371	0.0934615	0.146718	-0.35042	0.604157
chr2	31433964	31849209	SRD5A2,LINC01946	-0.0804135	2	37.7612	512	442.124	0.0118539	-0.100645	-0.0573083	-0.688919	0.354068
chr2	31849209	33667404	MEMO1,DPY30,SPAST,SLC30A6,NLRC4,YIPF4,BIRC6,TTC27,LINC00486,LINC00486,LTBP1,MIR4430,RASGRP3,RASGRP3-AS1,FAM98A	0.043464	2	43.3936	2408	2039.53	0.00502688	0.036237	0.052141	-0.475362	0.486154
chr2	33667404	36325254	LINC01317,LINC01320,MIR548AD	-0.0652789	2	38.4515	3278	2947.16	0.00432734	-0.0734233	-0.058497	-0.62917	0.336321
chr2	36325254	36743319	CRIM1-DT,CRIM1,FEZ2,VIT	0.199182	2	47.3482	576	521.212	0.00817244	0.184635	0.217075	-0.216456	0.572716
chr2	36743319	37131774	VIT,STRN,HEATR5B,GPATCH11,EIF2AK2	0.000864612	2	42.137	526	445.628	0.0102398	-0.0164062	0.0165901	-0.486568	0.42688
chr2	37131774	37357374	EIF2AK2,SULT6B1,CEBPZOS,CEBPZ,NDUFAF7,PRKD3,QPCT	0.104333	2	45.7573	310	267.625	0.0126645	0.0851496	0.125672	-0.338491	0.56527
chr2	37357374	37522344	QPCT	-0.054564	2	37.4198	216	193.711	0.0169203	-0.0803174	-0.0269006	-0.605524	0.329043
chr2	37522344	37955214	CDC42EP3,LINC00211,RMDN2	0.10136	2	39.8079	579	523.557	0.010147	0.0830222	0.120088	-0.397301	0.531569
chr2	37955214	37962969	RMDN2	-0.756167	1	28.5035	10	6.31751	0.0949341	-1.01972	-0.508916	-1.1428	-0.293612
chr2	37962969	39572484	RMDN2,CYP1B1,CYP1B1-AS1,ATL2,LINC01883,LINC02613,HNRNPLL,GALM,SRSF7,GEMIN6,DHX57,MORN2,ARHGEF33,SOS1,CDKL4,MAP4K3,MAP4K3,MAP4K3-DT	0.0457897	2	42.7194	2177	1850.84	0.00550796	0.0367606	0.0558055	-0.5036	0.499331
chr2	39572484	39657789	MAP4K3-DT	-0.0201006	2	37.613	112	95.4238	0.0208988	-0.0602537	0.020093	-0.437105	0.359185
chr2	39657789	39797379	TMEM178A,THUMPD2	0.108097	2	41.0724	188	172.694	0.0156672	0.0750677	0.130942	-0.291117	0.547889
chr2	39797379	40087839	SLC8A1-AS1	-0.0594939	2	37.1962	380	334.67	0.0138038	-0.0848022	-0.0311968	-0.737859	0.317112
chr2	40087839	40794954	SLC8A1-AS1,SLC8A1	0.0592213	2	41.7339	893	823.278	0.00727548	0.0475709	0.0734101	-0.410244	0.424924
chr2	40794954	41823549	-	-0.0185799	2	40.4894	1306	1188.08	0.00628244	-0.0285062	-0.00769696	-0.550171	0.357212
chr2	41823549	41974419	LINC01913,LINC01914,C2orf91	0.100799	2	37.9865	212	190.591	0.0170112	0.0651364	0.12726	-0.491392	0.598927
chr2	41974419	42044214	-	-0.0679962	2	33.5989	98	81.4086	0.0291796	-0.111481	-0.0255029	-0.611564	0.462929
chr2	42044214	42393189	PKDCC,EML4-AS1,EML4,COX7A2L	0.136692	2	44.8816	480	410.573	0.0100901	0.120035	0.157662	-0.339412	0.557453
chr2	42393189	42746394	KCNG3,MTA3	-0.106618	2	38.6218	479	395.262	0.0115035	-0.130372	-0.0794557	-0.590523	0.391801
chr2	42746394	44000589	MTA3,OXER1,HAAO,LINC01819,LINC02580,ZFP36L2,LINC01126,LINC01126,THADA,PLEKHH2,DYNC2LI1,ABCG5,ABCG8,LRPPRC	0.0514637	2	40.0321	1712	1502.72	0.00632233	0.0380225	0.0637549	-0.515831	0.528551
chr2	44000589	45527619	PPM1B,SLC3A1,PREPL,CAMKMT,LINC01833,SIX3-AS1,SIX3,SIX2,LINC01121,SRBD1	-0.0662374	2	36.5144	2046	1761.25	0.0056978	-0.0751235	-0.0549995	-0.599913	0.419855
chr2	45527619	47323959	SRBD1,PRKCE,PRKCE,PRKCE,EPAS1,LINC01820,LINC02583,TMEM247,ATP6V1E2,RHOQ,PIGF,CRIPT,SOCS5,LINC01118,LINC01119,MCFD2,TTC7A,STPG4,STPG4,CALM2,EPCAM-DT	0.145349	2	42.459	2474	2154.67	0.00559147	0.134905	0.155836	-0.429738	0.688934
chr2	47323959	47995119	EPCAM-DT,EPCAM,MSH2,KCNK12,MSH6,FBXO11	-0.111838	2	36.6046	922	756.566	0.00902115	-0.127895	-0.0941688	-0.671238	0.415788
chr2	47995119	48089589	-	0.00112713	2	39.9379	120	105.159	0.0199814	-0.0248198	0.0345604	-0.452805	0.389112
chr2	48089589	48533034	FOXN2,PPP1R21,STON1-GTF2A1L	0.106075	2	45.4951	596	507.552	0.010073	0.0839832	0.13145	-0.36625	0.537394
chr2	48533034	53422914	STON1-GTF2A1L,STON1-GTF2A1L,FSHR,NRXN1,LOC730100,MIR4431	-0.0261651	2	39.5756	6106	5558.76	0.00295838	-0.0308513	-0.021147	-0.547557	0.379336
chr2	53422914	53977044	GPR75-ASB3,PSME4,ACYP2	0.0535076	2	42.3256	750	660.141	0.00800987	0.0362858	0.0662985	-0.40775	0.460147
chr2	53977044	54234369	ACYP2	-0.0198494	2	40.6251	349	295.879	0.0131469	-0.044873	0.00546536	-0.56727	0.383423
chr2	54234369	55327824	ACYP2,C2orf73,SPTBN1,SPTBN1,EML6,RTN4,CLHC1,RPS27A,MTIF2,PRORSD1P,CCDC88A	0.128174	2	43.0356	1506	1334.99	0.0062015	0.116549	0.13894	-0.347586	0.595568
chr2	55327824	55510419	CCDC88A	-0.0193775	2	42.0805	227	191.057	0.0170032	-0.0489544	0.0066016	-0.61702	0.351815
chr2	55510419	56237979	CFAP36,PPP4R3B,PNPT1,EFEMP1,MIR217HG,MIR217HG,LINC01813,LOC100129434,CCDC85A	0.0922074	2	43.2986	927	817.87	0.00757495	0.0784944	0.103455	-0.429523	0.500063
chr2	56237979	57478074	CCDC85A	-0.0278198	2	40.3047	1452	1319.21	0.00597157	-0.0359643	-0.020691	-0.577028	0.354958
chr2	57478074	60587124	VRK2,FANCL,LINC01795,LINC01122,LINC01793,MIR4432HG,BCL11A	0.0190308	2	39.0441	3942	3547.28	0.00371257	0.0124412	0.0257116	-0.486698	0.453761
chr2	60587124	60750684	-	-0.125987	2	34.3046	230	194.733	0.0165057	-0.153406	-0.0961107	-0.596252	0.340826
chr2	60750684	61550859	PAPOLG,LINC01185,REL,PUS10,PEX13,KIAA1841,LOC339803,C2orf74,AHSA2P,USP34,XPO1	0.0249179	2	43.9676	1065	881.723	0.00754896	0.0106201	0.0394086	-0.481986	0.495342
chr2	61550859	61823694	-	-0.0765436	2	38.9921	381	311.46	0.0144715	-0.0991726	-0.05149	-0.642921	0.449704
chr2	61823694	63073659	FAM161A,CCT4,COMMD1,B3GNT2,TMEM17,EHBP1,LOC100132215,OTX1	0.0484114	2	42.3025	1649	1406.33	0.00623321	0.0367036	0.0584421	-0.507841	0.518934
chr2	63073659	63586194	DBIL5P2,WDPCP	-0.0558687	2	41.63	630	544.218	0.0089022	-0.0692571	-0.0366658	-0.548642	0.345854
chr2	63586194	70145514	WDPCP,MDH1,UGP2,VPS54,PELI1,PELI1,LINC00309,LOC100507006,MIR4433A,LGALSL,LINC01805,LOC101927402,AFTPH,LINC02579,SERTAD2,LINC01800,LINC02245,LINC02245,SLC1A4,CEP68,RAB1A,ACTR2,SPRED2,MIR4778,LINC01873,MEIS1-AS3,MEIS1-AS3,MEIS1,LINC01798,LINC01798,LINC01797,LINC01799,LINC01828,ETAA1,LINC01812,C1D,WDR92,PNO1,PPP3R1,CNRIP1,PLEK,FBXO48,APLF,PROKR1,ARHGAP25,BMP10,GKN2,GKN1,ANTXR1,ANTXR1,ANTXR1,GFPT1,NFU1,AAK1,AAK1,ANXA4,GMCL1,SNRNP27,MXD1,MXD1,ASPRV1,PCBP1-AS1,PCBP1	0.0741972	2	41.1996	8725	7587.38	0.00274841	0.0695156	0.0802173	-0.463688	0.568067
chr2	70145514	70243509	C2orf42,TIA1	-0.08639	2	41.5009	127	94.3247	0.0253383	-0.135078	-0.051426	-0.710092	0.428181
chr2	70243509	70306254	TIA1,MIR1285-2,PCYOX1,SNRPG,FAM136A	0.130026	2	46.6629	85	64.3264	0.0313388	0.0603241	0.175523	-0.415456	0.633326
chr2	70306254	70885059	TGFA,ADD2,FIGLA,CLEC4F,CD207	-0.0976276	2	32.9919	792	657.535	0.0101562	-0.11745	-0.078792	-0.672512	0.464431
chr2	70885059	71073294	LINC01143,VAX2,ATP6V1B1,ANKRD53,TEX261,OR7E91P,NAGK	0.171745	2	42.068	256	220.303	0.015514	0.137941	0.195885	-0.23506	0.663994
chr2	71073294	71324979	NAGK,MCEE,MPHOSPH10,PAIP2B	-0.051104	2	38.2108	342	290.898	0.0150954	-0.0774052	-0.0272128	-0.664925	0.397495
chr2	71324979	71576664	ZNF638,DYSF	0.0897344	2	42.1509	337	305.08	0.0142845	0.0678039	0.115773	-0.394699	0.633289
chr2	71576664	72787854	DYSF,CYP26B1,EXOC6B	-0.0184108	2	39.0232	1567	1372.46	0.0062303	-0.0310825	-0.00905823	-0.545031	0.440739
chr2	72787854	72867519	EXOC6B	0.17241	2	51.037	108	86.9136	0.0190106	0.14441	0.198423	-0.14903	0.551452
chr2	72867519	73067034	SPR,EMX1,SFXN5	-0.0283104	2	35.1948	281	242.188	0.0161046	-0.0624035	0.0031075	-0.588099	0.428023
chr2	73067034	73114269	SFXN5,RAB11FIP5	0.204636	3	41.6731	64	55.7575	0.030378	0.147356	0.258179	-0.26283	0.728401
chr2	73114269	73778379	NOTO,SMYD5,PRADC1,CCT7,FBXO41,EGR4,ALMS1,NAT8,ALMS1P1,NAT8B,TPRKB,DUSP11	-0.0579887	2	36.7042	883	749.418	0.00925617	-0.073781	-0.0397635	-0.654799	0.444658
chr2	73778379	75200364	DUSP11,C2orf78,STAMBP,ACTG2,DGUOK,DGUOK-AS1,TET3,BOLA3,BOLA3-AS1,MOB1A,MTHFD2,SLC4A5,DCTN1,DCTN1-AS1,C2orf81,WDR54,RTKN,INO80B-WBP1,MOGS,MRPL53,CCDC142,TTC31,LBX2,LBX2-AS1,PCGF1,TLX2,DQX1,AUP1,HTRA2,LOXL3,DOK1,M1AP,SEMA4F,HK2,LINC01291,POLE4,TACR1	0.0892074	2	40.5283	1939	1654.78	0.00608591	0.0775973	0.101589	-0.500347	0.600701
chr2	75200364	75406224	-	-0.0521671	2	37.6982	264	240.508	0.0134847	-0.0777667	-0.0308961	-0.526393	0.346065
chr2	75406224	75674124	EVA1A,MRPL19,GCFC2	0.0954973	2	42.7355	365	324.613	0.0117648	0.0745996	0.115319	-0.415506	0.479442
chr2	75674829	84416124	GCFC2,LRRTM4,LOC101927967,LOC105374820,REG3G,REG1B,REG1A,REG1CP,REG3A,CTNNA2-AS1,CTNNA2,LINC01815,DHFRP3,LINC01809,FUNDC2P2	-0.0366263	2	39.1064	10667	9673.35	0.00221881	-0.0403716	-0.0317607	-0.550307	0.363905
chr2	84416124	87121914	SUCLG1,DNAH6,TRABD2A,TMSB10,KCMF1,LINC01964,TCF7L1,TGOLN2,RETSAT,ELMOD3,CAPG,SH2D6,PARTICL,MAT2A,GGCX,VAMP8,VAMP5,RNF181,TMEM150A,USP39,SFTPB,GNLY,ATOH8,LOC284950,ST3GAL5,ST3GAL5-AS1,POLR1A,PTCD3,IMMT,MRPL35,REEP1,KDM3A,RNF103-CHMP3,RMND5A,CD8A,CD8B,ANAPC1P1,RGPD2,PLGLB2,ANAPC1P2	0.0211224	2	39.2378	3658	3133.14	0.00446628	0.0131932	0.0293885	-0.545211	0.518315
chr2	87121914	87309444	MIR4771-1	-0.0708578	2	34.9915	248	209.032	0.0210601	-0.10244	-0.0261785	-0.841549	0.604927
chr2	87309444	88080714	CYTOR,MIR4435-2,ANAPC1P4,PLGLB2,RGPD1,KRCC1,SMYD1	0.144	2	44.6411	987	838.482	0.0093856	0.123669	0.160369	-0.474191	0.680156
chr2	88080714	88569279	SMYD1,FABP1,THNSL2,FOXI3,TEX37,LOC101928371	-0.0598486	2	36.1182	684	575.067	0.0103361	-0.077168	-0.04246	-0.616823	0.428976
chr2	88569279	89852679	LOC101928371,EIF2AK3,EIF2AK3-DT,RPIA,ANKRD36BP2,MIR4436A,LOC107985911,LOC107985911,LOC101927050	0.0803942	2	41.7326	1219	1020.47	0.00833497	0.0668192	0.0939239	-0.501957	0.655254
chr2	89852679	90236856	-	-0.00547102	2	35.4996	515	438.614	0.0116587	-0.0253176	0.0154228	-0.60829	0.442919
chr2	90236856	92079604	-,LSP1P4,LSP1P4,GGT8P,ACTR3BP2	0.170591	2	49.3379	840	643.315	0.0113501	0.148616	0.193907	-0.42791	0.796052
chr2	92081720	94189964	-	-1.66529	0	15.3424	1590	1113.71	0.0148623	-1.69415	-1.63384	-2.92452	-0.616637
chr2	94190670	94293015	BMS1P14	0.545449	3	73.0192	102	59.1717	0.0231642	0.506985	0.601191	0.136438	0.967541
chr2	94498835	94931738	LOC100133920,LOC100509620,FAM95A,ANKRD20A8P,LOC442028	-0.0815206	2	37.1245	488	418.907	0.0120805	-0.0968888	-0.0628089	-0.751831	0.324532
chr2	94931738	102751022	LOC442028,MAL,MRPS5,ZNF514,ZNF2,PROM2,KCNIP3,FAHD2A,TRIM43B,TRIM43,LINC00342,ANKRD36C,FAHD2CP,GPAT2,ADRA2B,ASTL,DUSP2,STARD7,STARD7-AS1,TMEM127,CIAO1,SNRNP200,ITPRIPL1,NCAPH,NEURL3,LOC105373496,ARID5A,KANSL3,FER1L5,LMAN2L,CNNM4,CNNM3-DT,CNNM3,ANKRD23,ANKRD39,SEMA4C,FAM178B,FAHD2B,ANKRD36,LOC100506076,ANKRD36B,COX5B,ACTR1B,C2orf92,ZAP70,TMEM131,VWA3B,CNGA3,INPP4A,COA5,UNC50,MGAT4A,LINC02611,CRACDL,TSGA10,LIPT1,MITD1,MRPL30,LYG2,LYG1,TXNDC9,EIF5B,REV1,AFF3,LINC01104,LONRF2,CHST10,NMS,PDCL3,LINC01849,NPAS2,RPL31,TBC1D8,TBC1D8-AS1,CNOT11,SNORD89,RNF149,MIR5696,CREG2,RFX8,MAP4K4,LINC01127,IL1R2,IL1R1,IL1RL2,IL1RL1,IL18R1,IL18RAP,SLC9A4,SLC9A2,MFSD9,TMEM182	0.0815619	2	40.5207	10436	9062.11	0.00274385	0.0763399	0.0866329	-0.513336	0.611284
chr2	102751022	105030987	TMEM182,LINC01796,LINC01935,LOC100287010,LINC01831,LINC01102,LINC01114,PANTR1,POU3F3,LINC01159,MRPS9-AS2	-0.0344846	2	37.4607	2905	2594.03	0.00447726	-0.0416245	-0.027657	-0.554113	0.404201
chr2	105030987	105149427	MRPS9-AS2,MRPS9,MRPS9-AS1,LINC01918	0.110638	2	40.7809	157	140.103	0.0172265	0.0781861	0.135728	-0.364773	0.492974
chr2	105149427	105215697	-	-0.060875	2	35.811	88	74.2216	0.0381168	-0.122005	0.000636565	-1.00995	0.468663
chr2	105215697	105930566	GPR45,TGFBRAP1,C2orf49,FHL2,LOC285000,NCK2	0.150538	2	41.0171	990	857.945	0.00919211	0.136194	0.165429	-0.436348	0.693725
chr2	105930566	106071565	ECRG4	-0.0147215	2	34.3781	195	169.773	0.0191763	-0.0453329	0.0228414	-0.520527	0.619124
chr2	106071565	106208335	ECRG4,UXS1	0.209807	3	40.9997	186	165.926	0.0195123	0.178021	0.246445	-0.377689	0.699728
chr2	106208335	106503729	ANAPC1P6,PLGLA,RGPD3,CD8B2	-0.0169033	2	39.3887	409	348.493	0.0124448	-0.0329712	0.00698862	-0.522277	0.420787
chr2	106503729	106589034	CD8B2	0.171075	2	39.9048	120	104.093	0.0246225	0.127019	0.222285	-0.350144	0.670731
chr2	106589034	108527780	ST6GAL2,MIR548AU,LINC01886,GACAT1,RGPD4-AS1,RGPD4,SLC5A7,LINC01593,LINC01594,SULT1C3,SULT1C2,SULT1C2P1,SULT1C4,GCC2,GCC2-AS1	-0.029237	2	37.4658	2563	2274.74	0.00480775	-0.0378822	-0.0209061	-0.570874	0.396165
chr2	108527780	108688520	GCC2-AS1,LIMS1	0.185825	2	45.3257	208	180.181	0.0188546	0.15618	0.211083	-0.379438	0.693517
chr2	108688520	109141129	RANBP2,CCDC138,EDAR,SH3RF3-AS1,SH3RF3	-0.0244696	2	38.3042	608	504.741	0.0114409	-0.0457256	-0.00320081	-0.607133	0.522449
chr2	109141129	109930023	SH3RF3,SEPTIN10,SOWAHC,RGPD6,LIMS3-LOC440895	0.107005	2	40.2147	1082	895.605	0.00850453	0.0951726	0.123431	-0.485088	0.634042
chr2	109930023	109963863	LIMS3-LOC440895	-0.475385	1	25.9596	46	33.6122	0.0557825	-0.570967	-0.403095	-1.06682	0.141359
chr2	109964568	110224007	LIMS3-LOC440895,LINC01123,MIR4267,MALL,NPHP1,MTLN	0.0602872	2	39.0857	341	285.843	0.017408	0.0336517	0.0903422	-0.617743	0.563385
chr2	110226122	110283932	LOC100507334	-0.20975	2	30.9366	77	57.686	0.0411195	-0.278611	-0.142006	-0.955445	0.370622
chr2	110283932	110402372	MIR4436B2,LINC01106	0.172129	2	41.8404	151	124.407	0.0216364	0.132653	0.209972	-0.41457	0.676297
chr2	110402372	110441147	LIMS3-LOC440895	-0.178842	2	32.26	51	41.0014	0.0543123	-0.269318	-0.0946385	-0.908527	0.421282
chr2	110441147	110752051	LIMS3-LOC440895,RGPD6,LOC105373553,BUB1,ACOXL	0.151759	2	45.602	427	365.921	0.0118481	0.128286	0.171909	-0.390119	0.60223
chr2	110752051	110970601	ACOXL	0.00354946	2	36.768	299	266.184	0.0156575	-0.0253816	0.0274642	-0.504998	0.507747
chr2	110970601	113987995	ACOXL,BCL2L11,MIR4435-2HG,MIR4435-2HG,ANAPC1,ANAPC1,MERTK,TMEM87B,FBLN7,ZC3H8,ZC3H6,RGPD5,TTL,POLR1B,CHCHD5,FLJ42351,SLC20A1,NT5DC4,CKAP2L,IL1A,IL1B,IL37,IL36G,IL36A,IL36B,IL36RN,IL1F10,IL1RN,PSD4,PAX8,CBWD2,FOXD4L1,PGM5P3-AS1,PGM5P4,FAM138B,MIR1302-3,WASH2P,DDX11L2,RPL23AP7,RABL2A,SLC35F5,ACTR3-AS1,ACTR3,LINC01191	0.12899	2	42.552	4072	3478.32	0.00424551	0.12127	0.136482	-0.425422	0.658432
chr2	113987995	117915542	LINC01191,DPP10,DDX18,LOC107985939,CCDC93	-0.043565	2	38.4165	4910	4410.2	0.00343073	-0.0485943	-0.0382816	-0.615608	0.358621
chr2	117915542	120978761	CCDC93,INSIG2,THORLNC,LOC101927709,EN1,MARCO,C1QL2,STEAP3,C2orf76,DBI,TMEM37,SCTR,CFAP221,TMEM177,PTPN4,EPB41L5,TMEM185B,RALB,INHBB,LINC01101,GLI2	0.0394601	2	37.1688	4138	3552.18	0.0042245	0.0320176	0.046595	-0.529174	0.557949
chr2	120978761	121329145	GLI2,TFCP2L1	-0.0489391	2	34.9833	486	414.762	0.0142943	-0.0790179	-0.0237173	-0.722394	0.543535
chr2	121329145	121544169	CLASP1	0.0694814	2	40.673	291	256.877	0.0151522	0.0407207	0.101474	-0.401849	0.562969
chr2	121544169	127368868	CLASP1,NIFK-AS1,NIFK,TSN,LINC01826,LOC107985820,CNTNAP5,LINC01941,GYPC,TEX51,-,BIN1,CYP27C1,ERCC3,MAP3K2	-0.0455216	2	36.9175	7469	6565.06	0.00291823	-0.0510973	-0.0405695	-0.615688	0.412858
chr2	127368868	127432318	MAP3K2,PROC	0.162198	2	42.2769	88	73.9555	0.024445	0.116548	0.219959	-0.21915	0.597521
